order_id,product_id,quantity,unit_price,Revenue,Product Name,category,brand
5003387344,67197,3,552.2,1656.6,Butter,Dairy & Breakfast,Shetty-Bora
2064484752,937542,3,97.04,291.12,Wheat Flour,Grocery & Staples,Khurana and Sons
964822979,455755,2,44.09,88.18,Detergent,Household Care,Mangal-Sathe
6037899648,669378,1,212.14,212.14,Potatoes,Fruits & Vegetables,Chadha and Sons
9347571484,112390,2,877.98,1755.96,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa"
3286177534,891833,1,493.19,493.19,Curd,Dairy & Breakfast,Mani PLC
9073572548,60619,1,726.41,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC
8395583761,561860,3,874.78,2624.34,Orange Juice,Cold Drinks & Juices,Gupta Ltd
6355378227,993331,1,102.44,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi"
277376321,94225,3,77.11,231.33,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar"
8559748526,552496,1,508,508,Dish Soap,Household Care,Dhar PLC
1458051433,57405,3,607.67,1823.01,Baby Food,Baby Care,Srinivas PLC
5838302640,240179,3,90.56,271.68,Cough Syrup,Pharmacy,Ram-Suri
1380971977,602241,3,976.55,2929.65,Nuts,Snacks & Munchies,Bahl-Pau
1221099013,131937,1,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly"
6771166303,677542,3,212.61,637.83,Toilet Cleaner,Household Care,Thaman-Lanka
7111337755,888807,3,230.58,691.74,Bread,Dairy & Breakfast,Arya Group
5562922993,540618,1,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra
5630957897,876139,2,415.75,831.5,Pulses,Grocery & Staples,Cherian-Dara
1787380558,444361,3,822.63,2467.89,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale"
32613017,451812,1,530.85,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal"
2039041670,287070,1,443.17,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal"
210693801,432617,3,863.18,2589.54,Baby Wipes,Baby Care,Dora-Pillai
8120002258,131937,1,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly"
2177917034,144124,2,162.67,325.34,Detergent,Household Care,Lalla-Srinivasan
4254814926,324809,1,608,608,Bread,Dairy & Breakfast,Sidhu PLC
6074172790,888807,2,230.58,461.16,Bread,Dairy & Breakfast,Arya Group
3381573131,684939,1,727.95,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan"
3773745777,734789,1,395.82,395.82,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh"
9251939156,876139,3,415.75,1247.25,Pulses,Grocery & Staples,Cherian-Dara
3872982303,56589,2,517.77,1035.54,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran"
2625987757,890232,1,432,432,Mango Drink,Cold Drinks & Juices,Jha Group
3162249401,432617,1,863.18,863.18,Baby Wipes,Baby Care,Dora-Pillai
3108986741,687218,3,317.82,953.46,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola"
1851474741,970529,3,827.44,2482.32,Diapers,Baby Care,"Kurian, Patla and Sanghvi"
2425099132,604184,2,397.55,795.1,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary"
6706793332,615545,2,448.16,896.32,Soap,Personal Care,Barman Inc
2149289255,567671,3,418.48,1255.44,Biscuits,Snacks & Munchies,Nagar LLC
1971008155,222892,1,869.22,869.22,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose
2087093460,34186,2,925.65,1851.3,Mangoes,Fruits & Vegetables,Mandal-Kar
2116712588,891833,1,493.19,493.19,Curd,Dairy & Breakfast,Mani PLC
6054358790,532965,1,307.23,307.23,Frozen Pizza,Instant & Frozen Food,Sachdev Inc
532660797,962054,2,16.86,33.72,Orange Juice,Cold Drinks & Juices,Toor-Nagar
1491991005,33955,1,186.08,186.08,Frozen Pizza,Instant & Frozen Food,Baral Group
4136019599,644847,3,622.81,1868.43,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur"
2122832513,954722,1,616.45,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk
3717703595,500633,3,154.5,463.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia
3194733693,240179,2,90.56,181.12,Cough Syrup,Pharmacy,Ram-Suri
4471162437,820973,1,114.52,114.52,Baby Wipes,Baby Care,Lall LLC
1609331948,490602,3,549.47,1648.41,Sugar,Grocery & Staples,Raghavan Inc
6920030794,256783,2,906.54,1813.08,Pet Treats,Pet Care,"Basu, Thakur and Rege"
5127172657,913428,2,392.22,784.44,Pet Treats,Pet Care,Narayanan-Kumar
8607115856,324809,1,608,608,Bread,Dairy & Breakfast,Sidhu PLC
7154957395,516376,1,877.43,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar
2070762702,566052,3,87.3,261.9,Pain Reliever,Pharmacy,"Apte, Soman and Raju"
3697242439,897083,2,972.69,1945.38,Detergent,Household Care,Dutta-Halder
3063427913,799952,2,922.64,1845.28,Cheese,Dairy & Breakfast,Padmanabhan-Virk
2060061337,690565,1,951.27,951.27,Cookies,Snacks & Munchies,"Roy, Seth and Patla"
4625892678,317242,1,198.15,198.15,Pulses,Grocery & Staples,Rastogi Group
6045698170,965755,3,532.57,1597.71,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama"
7876289647,863930,1,242.57,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar"
3434084714,264803,2,995.98,1991.96,Vitamins,Pharmacy,Gole-Doshi
9031695663,697683,1,123.74,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena"
1955989715,679284,1,877.89,877.89,Cough Syrup,Pharmacy,Pant LLC
3459500455,992178,1,632.43,632.43,Pain Reliever,Pharmacy,Basu and Sons
5953376503,300159,1,44.35,44.35,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry"
121874867,952124,3,127.08,381.24,Onions,Fruits & Vegetables,"Wali, Sood and Bala"
2460545397,925482,1,475.04,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha
9690050839,500633,2,154.5,309,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia
2574349065,123983,3,785.67,2357.01,Cough Syrup,Pharmacy,Kurian-Chhabra
2461936988,272170,2,140.8,281.6,Ice Cream,Instant & Frozen Food,Purohit Group
6447596416,70969,1,631.7,631.7,Carrots,Fruits & Vegetables,Mohan Group
7228452275,757274,2,98.32,196.64,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi"
6696750742,14145,2,630.84,1261.68,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle"
822235931,611575,3,482.06,1446.18,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer"
7678251499,704868,1,193.46,193.46,Detergent,Household Care,"Parikh, Oak and Kara"
2497341976,451933,1,568.94,568.94,Wheat Flour,Grocery & Staples,Nadig Ltd
9107314128,820541,3,576.22,1728.66,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay"
9855726256,349294,2,934.75,1869.5,Onions,Fruits & Vegetables,Ganesan Ltd
9398719862,615545,2,448.16,896.32,Soap,Personal Care,Barman Inc
379494532,654297,3,13.25,39.75,Potatoes,Fruits & Vegetables,Chandran-Dass
1048784963,451933,2,568.94,1137.88,Wheat Flour,Grocery & Staples,Nadig Ltd
4386246924,613942,2,545,1090,Pet Treats,Pet Care,"Dyal, Saraf and Goel"
2050362692,366066,1,918.58,918.58,Soap,Personal Care,Mandal LLC
4142963293,287070,1,443.17,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal"
9753528654,137909,1,864.3,864.3,Cough Syrup,Pharmacy,Dalal PLC
8126970833,700048,3,141.28,423.84,Dish Soap,Household Care,Khalsa-Bhavsar
9747814712,256783,2,906.54,1813.08,Pet Treats,Pet Care,"Basu, Thakur and Rege"
6281619403,131136,2,37.8,75.6,Salt,Grocery & Staples,Deshpande-Rama
436184281,15314,3,578.85,1736.55,Cheese,Dairy & Breakfast,Banik-Ratta
9799231260,39154,3,946.86,2840.58,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa"
4071811527,661577,1,720.95,720.95,Cat Food,Pet Care,Majumdar PLC
5645359563,723678,3,675.46,2026.38,Dog Food,Pet Care,"Lall, Datta and Swamy"
9411813703,557908,3,942.37,2827.11,Vitamins,Pharmacy,Sundaram Inc
4270217473,336847,2,936.98,1873.96,Toilet Cleaner,Household Care,"Dayal, Mammen and More"
279851011,34186,3,925.65,2776.95,Mangoes,Fruits & Vegetables,Mandal-Kar
6260524887,94225,2,77.11,154.22,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar"
5853998391,257719,2,281.73,563.46,Eggs,Dairy & Breakfast,Chaudhuri PLC
9931976872,118820,3,12.32,36.96,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble"
8432209832,336847,1,936.98,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More"
6023721507,327290,1,862.28,862.28,Sugar,Grocery & Staples,Nadkarni Inc
3042338919,679284,3,877.89,2633.67,Cough Syrup,Pharmacy,Pant LLC
233646065,803607,1,949.73,949.73,Soap,Personal Care,"Kadakia, Mohan and Sathe"
9870610018,615545,2,448.16,896.32,Soap,Personal Care,Barman Inc
1398230967,951463,3,787.4,2362.2,Pet Treats,Pet Care,Balakrishnan-Kaur
8615488922,566052,3,87.3,261.9,Pain Reliever,Pharmacy,"Apte, Soman and Raju"
2748841057,552496,2,508,1016,Dish Soap,Household Care,Dhar PLC
1375867721,500633,3,154.5,463.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia
8595141097,274207,1,328.51,328.51,Cough Syrup,Pharmacy,"Savant, Batta and Mander"
4673382071,256783,1,906.54,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege"
2948696008,131937,2,287.81,575.62,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly"
6839692624,67197,2,552.2,1104.4,Butter,Dairy & Breakfast,Shetty-Bora
5770951298,329351,3,310.87,932.61,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe"
5084771819,154179,2,582.87,1165.74,Pain Reliever,Pharmacy,"Barad, Devi and Andra"
422403644,317242,1,198.15,198.15,Pulses,Grocery & Staples,Rastogi Group
7176758896,492958,2,84.2,168.4,Lotion,Personal Care,Acharya PLC
8252905093,647462,3,326.42,979.26,Lotion,Personal Care,"Balan, Samra and Sekhon"
1488561572,585299,1,799.46,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad"
6212984517,853932,1,941.19,941.19,Baby Wipes,Baby Care,Ranganathan-Peri
6309784337,120532,1,697.53,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd
4613890018,490602,1,549.47,549.47,Sugar,Grocery & Staples,Raghavan Inc
3429728472,851978,1,715.72,715.72,Vitamins,Pharmacy,Parsa-Bala
267738904,606256,2,369.28,738.56,Frozen Biryani,Instant & Frozen Food,Agate Ltd
3850416839,697683,3,123.74,371.22,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena"
3412702479,444361,3,822.63,2467.89,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale"
2016183232,14145,3,630.84,1892.52,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle"
3810280204,880510,3,951.43,2854.29,Bread,Dairy & Breakfast,Roy-Char
2416767295,284460,1,505.95,505.95,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare"
2283439407,376447,1,724.84,724.84,Butter,Dairy & Breakfast,Gara and Sons
4328802292,378676,2,881.42,1762.84,Orange Juice,Cold Drinks & Juices,Baral-Kamdar
7072715691,863930,2,242.57,485.14,Shampoo,Personal Care,"Sathe, Agarwal and Dhar"
5640741373,89084,2,598.83,1197.66,Milk,Dairy & Breakfast,"Wali, Virk and Iyer"
6931094066,461804,3,310.69,932.07,Sugar,Grocery & Staples,"Ghose, Ben and Divan"
3417088709,366066,3,918.58,2755.74,Soap,Personal Care,Mandal LLC
4424404315,313754,2,136.6,273.2,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara"
2444087306,366066,1,918.58,918.58,Soap,Personal Care,Mandal LLC
486085268,354409,3,325.08,975.24,Pulses,Grocery & Staples,Bose-Pandit
1731312620,589812,1,163.03,163.03,Detergent,Household Care,Bir PLC
6475582506,140489,2,650.2,1300.4,Soap,Personal Care,"Biswas, Kapoor and Patel"
1868581378,552883,3,888.16,2664.48,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall"
8884235937,859361,2,432.39,864.78,Shampoo,Personal Care,Mitter Group
4590662628,131937,2,287.81,575.62,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly"
992302540,993331,2,102.44,204.88,Pulses,Grocery & Staples,"Parmer, Gola and Yogi"
7169974633,153019,2,947.95,1895.9,Onions,Fruits & Vegetables,Aurora LLC
6703651257,954722,1,616.45,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk
7180810221,659290,3,319.34,958.02,Cheese,Dairy & Breakfast,Kapadia-D’Alia
7875587578,832348,1,831.43,831.43,Biscuits,Snacks & Munchies,Jani-Ram
2578671497,118820,2,12.32,24.64,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble"
6284350691,112390,2,877.98,1755.96,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa"
5383261788,557908,2,942.37,1884.74,Vitamins,Pharmacy,Sundaram Inc
6590867973,712307,2,264.89,529.78,Orange Juice,Cold Drinks & Juices,Chana LLC
8787105023,398340,1,651.93,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni"
1402916311,516376,2,877.43,1754.86,Onions,Fruits & Vegetables,Agarwal-Dhar
9715205272,440875,2,275.03,550.06,Baby Wipes,Baby Care,Loyal Inc
3946852375,894539,3,445.48,1336.44,Dish Soap,Household Care,"Pall, Sule and Sood"
3367039425,385113,1,816.38,816.38,Lotion,Personal Care,"Sampath, Mane and Mody"
687711388,542300,3,255.35,766.05,Popcorn,Snacks & Munchies,Gulati-Tandon
647012431,18035,2,968.94,1937.88,Dish Soap,Household Care,Ramesh Inc
7143278295,647462,1,326.42,326.42,Lotion,Personal Care,"Balan, Samra and Sekhon"
9736844695,564692,1,215.65,215.65,Cat Food,Pet Care,"Krishna, Bail and Dyal"
5933289680,747801,2,277.76,555.52,Toilet Cleaner,Household Care,Saha-Vora
9494303116,336847,3,936.98,2810.94,Toilet Cleaner,Household Care,"Dayal, Mammen and More"
9337878102,654623,3,422.14,1266.42,Chips,Snacks & Munchies,Pradhan and Sons
6872621077,228286,2,179.08,358.16,Cola,Cold Drinks & Juices,Bhattacharyya PLC
7330237253,677169,1,261.03,261.03,Cough Syrup,Pharmacy,Char-Divan
7942616242,970529,3,827.44,2482.32,Diapers,Baby Care,"Kurian, Patla and Sanghvi"
238520071,537274,2,702.71,1405.42,Pet Treats,Pet Care,Lal-Chauhan
5812379362,833557,1,422.87,422.87,Cereal,Dairy & Breakfast,"Gole, Chand and Dada"
2616623847,853932,3,941.19,2823.57,Baby Wipes,Baby Care,Ranganathan-Peri
2040854480,684939,1,727.95,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan"
5456484560,324809,1,608,608,Bread,Dairy & Breakfast,Sidhu PLC
883309006,131748,1,81.35,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar"
6528341992,336847,2,936.98,1873.96,Toilet Cleaner,Household Care,"Dayal, Mammen and More"
3263203775,563740,1,96.33,96.33,Chips,Snacks & Munchies,Mann-Kapadia
3660010934,613942,3,545,1635,Pet Treats,Pet Care,"Dyal, Saraf and Goel"
7944885043,760828,1,563.45,563.45,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan"
2506369831,144124,2,162.67,325.34,Detergent,Household Care,Lalla-Srinivasan
697061213,398340,2,651.93,1303.86,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni"
7079057004,714999,2,882.51,1765.02,Bread,Dairy & Breakfast,Kala Group
1556153632,739448,3,755.66,2266.98,Dish Soap,Household Care,Mand-Choudhry
2161235338,704868,3,193.46,580.38,Detergent,Household Care,"Parikh, Oak and Kara"
1247978468,712003,1,671.68,671.68,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya"
5437627061,679865,1,347.91,347.91,Wheat Flour,Grocery & Staples,Memon-Barad
9091960039,689769,1,46.62,46.62,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta
619198317,194682,1,912.29,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac
9833179291,272170,2,140.8,281.6,Ice Cream,Instant & Frozen Food,Purohit Group
4148760273,51036,2,931.61,1863.22,Baby Food,Baby Care,Karnik PLC
7206041763,124290,3,39.65,118.95,Lotion,Personal Care,Sachdev Group
690097648,291238,2,746.03,1492.06,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra"
4197061567,621677,3,317.8,953.4,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital
2009394836,237083,3,577.13,1731.39,Cough Syrup,Pharmacy,Hayer-Banerjee
277502363,667163,1,441.2,441.2,Orange Juice,Cold Drinks & Juices,Palla LLC
4356959622,91670,2,439.24,878.48,Dish Soap,Household Care,Barman-Ahluwalia
174306009,832348,1,831.43,831.43,Biscuits,Snacks & Munchies,Jani-Ram
9582674091,433521,2,321.33,642.66,Diapers,Baby Care,Mahal Group
8675579025,317242,1,198.15,198.15,Pulses,Grocery & Staples,Rastogi Group
5195999941,34186,3,925.65,2776.95,Mangoes,Fruits & Vegetables,Mandal-Kar
5210007923,492958,1,84.2,84.2,Lotion,Personal Care,Acharya PLC
6595771960,949818,3,483.05,1449.15,Biscuits,Snacks & Munchies,Yohannan Inc
4247338382,354409,1,325.08,325.08,Pulses,Grocery & Staples,Bose-Pandit
819143326,891833,2,493.19,986.38,Curd,Dairy & Breakfast,Mani PLC
3830844750,487065,3,374.68,1124.04,Chips,Snacks & Munchies,Kadakia-Yadav
1687314172,378287,2,332.84,665.68,Lemonade,Cold Drinks & Juices,Ramesh-Jain
6756007265,820973,1,114.52,114.52,Baby Wipes,Baby Care,Lall LLC
489762747,349294,2,934.75,1869.5,Onions,Fruits & Vegetables,Ganesan Ltd
7509195875,704868,1,193.46,193.46,Detergent,Household Care,"Parikh, Oak and Kara"
2370917070,500739,1,359.98,359.98,Bread,Dairy & Breakfast,Aggarwal Group
2055388266,107548,1,891.6,891.6,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan"
8969304162,9436,2,88.43,176.86,Toothpaste,Personal Care,Naidu PLC
5412674107,644847,2,622.81,1245.62,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur"
1536516619,313754,3,136.6,409.8,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara"
3858907413,51036,1,931.61,931.61,Baby Food,Baby Care,Karnik PLC
4976389251,4452,1,169.88,169.88,Baby Wipes,Baby Care,Morar-Mistry
2218319201,378287,1,332.84,332.84,Lemonade,Cold Drinks & Juices,Ramesh-Jain
6729422433,552496,2,508,1016,Dish Soap,Household Care,Dhar PLC
1354097448,15314,2,578.85,1157.7,Cheese,Dairy & Breakfast,Banik-Ratta
8952275304,757274,3,98.32,294.96,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi"
436603801,557908,2,942.37,1884.74,Vitamins,Pharmacy,Sundaram Inc
5273875984,859361,1,432.39,432.39,Shampoo,Personal Care,Mitter Group
9290203003,714999,1,882.51,882.51,Bread,Dairy & Breakfast,Kala Group
6240982373,70969,3,631.7,1895.1,Carrots,Fruits & Vegetables,Mohan Group
2718348206,243235,2,109.03,218.06,Cat Food,Pet Care,Batta Inc
4903544026,470449,3,827.77,2483.31,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney
2827266949,937542,3,97.04,291.12,Wheat Flour,Grocery & Staples,Khurana and Sons
4278423074,880510,2,951.43,1902.86,Bread,Dairy & Breakfast,Roy-Char
645916247,812607,1,416.65,416.65,Potatoes,Fruits & Vegetables,Rege Group
5816647866,432617,2,863.18,1726.36,Baby Wipes,Baby Care,Dora-Pillai
7282397914,600767,1,722.42,722.42,Toothpaste,Personal Care,Balan Group
3260611473,712307,1,264.89,264.89,Orange Juice,Cold Drinks & Juices,Chana LLC
8638163868,832348,1,831.43,831.43,Biscuits,Snacks & Munchies,Jani-Ram
177850987,237083,2,577.13,1154.26,Cough Syrup,Pharmacy,Hayer-Banerjee
9653859166,272170,1,140.8,140.8,Ice Cream,Instant & Frozen Food,Purohit Group
9991338690,26060,1,342.94,342.94,Vitamins,Pharmacy,Shah and Sons
1714593246,613942,3,545,1635,Pet Treats,Pet Care,"Dyal, Saraf and Goel"
9742461226,478531,3,825.46,2476.38,Carrots,Fruits & Vegetables,Uppal Group
3314393477,901144,3,340.36,1021.08,Sugar,Grocery & Staples,Deo-Kamdar
4188317986,951463,1,787.4,787.4,Pet Treats,Pet Care,Balakrishnan-Kaur
1646665366,654297,3,13.25,39.75,Potatoes,Fruits & Vegetables,Chandran-Dass
9558804585,953175,2,225.21,450.42,Baby Food,Baby Care,Sehgal-Nagarajan
9047652469,319388,3,657.8,1973.4,Orange Juice,Cold Drinks & Juices,D’Alia-Dey
2893800377,187399,1,53.49,53.49,Frozen Pizza,Instant & Frozen Food,Chauhan Inc
6139157985,753354,3,423.56,1270.68,Shampoo,Personal Care,Sant-Mahajan
6029394789,803607,1,949.73,949.73,Soap,Personal Care,"Kadakia, Mohan and Sathe"
5874940276,91670,1,439.24,439.24,Dish Soap,Household Care,Barman-Ahluwalia
5205211911,561860,2,874.78,1749.56,Orange Juice,Cold Drinks & Juices,Gupta Ltd
5314758068,552883,3,888.16,2664.48,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall"
484869710,15314,2,578.85,1157.7,Cheese,Dairy & Breakfast,Banik-Ratta
9957728938,455755,2,44.09,88.18,Detergent,Household Care,Mangal-Sathe
3136056666,555121,1,354.91,354.91,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora"
4926104391,642612,2,517.03,1034.06,Pet Treats,Pet Care,Pillay-Ahuja
1827844756,681063,1,321.28,321.28,Mango Drink,Cold Drinks & Juices,Dass and Sons
7032037874,491314,3,973.44,2920.32,Ice Cream,Instant & Frozen Food,Banerjee Inc
3779230503,82484,3,914.88,2744.64,Baby Food,Baby Care,Mallick PLC
3473012553,951463,2,787.4,1574.8,Pet Treats,Pet Care,Balakrishnan-Kaur
7988504487,91670,3,439.24,1317.72,Dish Soap,Household Care,Barman-Ahluwalia
7193792738,500633,3,154.5,463.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia
1533583386,240179,1,90.56,90.56,Cough Syrup,Pharmacy,Ram-Suri
7750989397,300159,1,44.35,44.35,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry"
4434816229,537274,1,702.71,702.71,Pet Treats,Pet Care,Lal-Chauhan
6896732047,187399,3,53.49,160.47,Frozen Pizza,Instant & Frozen Food,Chauhan Inc
4740837071,833557,3,422.87,1268.61,Cereal,Dairy & Breakfast,"Gole, Chand and Dada"
6649631729,863930,3,242.57,727.71,Shampoo,Personal Care,"Sathe, Agarwal and Dhar"
5351526726,962054,2,16.86,33.72,Orange Juice,Cold Drinks & Juices,Toor-Nagar
1506082041,880510,1,951.43,951.43,Bread,Dairy & Breakfast,Roy-Char
1023260165,470449,1,827.77,827.77,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney
8257032403,859361,1,432.39,432.39,Shampoo,Personal Care,Mitter Group
7216524192,15314,2,578.85,1157.7,Cheese,Dairy & Breakfast,Banik-Ratta
8619795820,449106,2,48.55,97.1,Soap,Personal Care,"Shere, Thakur and Naik"
6494708839,140154,2,171.2,342.4,Shampoo,Personal Care,Malhotra LLC
9859249765,600767,3,722.42,2167.26,Toothpaste,Personal Care,Balan Group
3528020011,592784,2,280.35,560.7,Biscuits,Snacks & Munchies,"Andra, Mander and Kari"
5937934264,462526,3,449.97,1349.91,Curd,Dairy & Breakfast,Pau and Sons
2976477423,585299,2,799.46,1598.92,Pet Treats,Pet Care,"Sharma, Chandra and Prashad"
1002438039,709916,3,33.76,101.28,Detergent,Household Care,Varkey LLC
2571163022,487931,3,709.08,2127.24,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath"
6850221497,812607,3,416.65,1249.95,Potatoes,Fruits & Vegetables,Rege Group
4706569127,15314,1,578.85,578.85,Cheese,Dairy & Breakfast,Banik-Ratta
8168261752,349294,2,934.75,1869.5,Onions,Fruits & Vegetables,Ganesan Ltd
5828325906,15314,2,578.85,1157.7,Cheese,Dairy & Breakfast,Banik-Ratta
5012271549,67197,1,552.2,552.2,Butter,Dairy & Breakfast,Shetty-Bora
8110316958,451812,3,530.85,1592.55,Pain Reliever,Pharmacy,"Batra, Sant and Mandal"
3190808443,140489,3,650.2,1950.6,Soap,Personal Care,"Biswas, Kapoor and Patel"
7175472728,435929,2,856.89,1713.78,Toilet Cleaner,Household Care,Memon Ltd
6011117738,658389,3,152.55,457.65,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra"
5592928753,992178,2,632.43,1264.86,Pain Reliever,Pharmacy,Basu and Sons
3952040848,927651,2,426.72,853.44,Baby Wipes,Baby Care,Narula Group
7026479520,613942,1,545,545,Pet Treats,Pet Care,"Dyal, Saraf and Goel"
6572695161,70969,1,631.7,631.7,Carrots,Fruits & Vegetables,Mohan Group
9090769419,305754,1,979.99,979.99,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde
